M0;M1;M2;M3
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
4.903320325269532E-6;0.0031911249786985034;6.979669639268772E-16;0.9968039717009757
