1.9813209893356243E8,9105305.808705613,1.0617776017605957E9,6.322568514249713E8,9.123873576345934E8,1129746.8281786942,9095367.367697595,0.0,37.7651775486827,4209615.053837342,6.618097485612829E8,30.79725085910653
1.9799140588100687E8,9097554.831807781,1.0608693780743707E9,6.318315664748284E8,9.120301566659039E8,1128682.3009153318,9086676.995423341,0.0,38.51487414187643,4206080.787185355,6.614546270114416E8,30.762013729977117
1.9785270633371428E8,9090556.033142857,1.0599257258754286E9,6.313511034148571E8,9.113960429325714E8,1127754.5908571428,9079735.542857142,0.0,38.924571428571426,4202328.176,6.61033259312E8,30.726857142857142
1.977270376803653E8,9080443.432648402,1.0589988222659818E9,6.31014559650685E8,9.111153747100457E8,1126597.3869863013,9069677.979452055,0.0,38.88013698630137,4198930.248858447,6.606408615388128E8,30.69178082191781
1.977024824355758E8,9070211.743443558,1.0581023819464082E9,6.323709402052451E8,9.106630221824402E8,1125345.0798175598,9059441.744583808,0.0,38.83580387685291,4194676.307867731,6.594068270877993E8,30.65678449258837
1.976458721571754E8,9059918.361047836,1.0572450008166287E9,6.30519414023918E8,9.105545648063781E8,1124072.88952164,9049162.300683372,0.0,38.79157175398633,4190015.437357631,6.599703782300683E8,30.621867881548976
1.9761561530147895E8,9049660.367463026,1.0563658240511945E9,6.328553078043231E8,9.101133063276451E8,1122811.0546075085,9038917.023890786,0.0,38.74744027303754,4185406.2252559727,6.583194581069397E8,30.58703071672355
1.9751725985227272E8,9039536.030681819,1.0555122489761363E9,6.299927169181818E8,9.09903778375E8,1121680.4670454545,9028889.281818181,0.0,38.70340909090909,4181406.9431818184,6.592606868E8,30.552272727272726
1.9743443037003404E8,9029596.847900113,1.0545668186345062E9,6.329622135278093E8,9.093503999841089E8,1120544.7457434733,9018977.421112372,0.0,38.659477866061295,4178414.849035187,6.572255497752554E8,30.51759364358683
1.9735552994104308E8,9019767.409297053,1.053734415393424E9,6.292941419319727E8,9.088857759478458E8,1119425.9036281179,9009051.480725624,0.0,38.6156462585034,4174765.984126984,6.585306056780045E8,30.482993197278912
1.9724685523442808E8,9009810.920724802,1.0528165495685164E9,6.28946870385051E8,9.085173236828992E8,1118331.0294450736,8999235.245753115,0.0,38.57191392978483,4171659.021517554,6.581857805956964E8,30.448471121177803
1.9717876555656108E8,8999938.569004524,1.0518831067047511E9,6.330151585701357E8,9.079007725520362E8,1117167.2160633483,8989325.305429865,0.0,38.52828054298642,4168468.540723982,6.555532080520362E8,30.414027149321267
1.9707654311638418E8,8990068.80338983,1.0510370748576272E9,6.282751610045198E8,9.07604192420339E8,1116061.811299435,8979471.62259887,0.0,38.48474576271187,4165010.5627118642,6.574240439073446E8,30.379661016949154
1.9697512020316026E8,8980190.569977427,1.0501002180914221E9,6.331045980744921E8,9.071390834717833E8,1114932.2516930022,8969672.53724605,0.0,38.441309255079005,4162025.69751693,6.544441653916478E8,30.345372460496613
